Tipo o Rol declarante;Razón Social;Nombre Establecimiento;ID Establecimiento VU;Rubro;CIIU4;Región;Provincia;Comuna;Latitud;Longitud;Capítulo LER;Subcapítulo LER;Nombre LER;Cantidad (Toneladas);Año;Razón Social Destinatario;Nombre de Establecimiento Destinatario;Tipo de Tratamiento;Región destinatario;Provincia Destinatario;Comuna Destinatario
Municipio;ILUSTRE MUNICIPALIDAD DE PUNITAQUI;ILUSTRE MUNICIPALIDAD DE PUNITAQUI;879727;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Coquimbo;Limarí;Punitaqui;-30,83387316;-71,25800122;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;5643;2014;VERTEDERO MUNICIPAL;VERTEDERO MUNICIPAL;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE MAULLÍN;ILUSTRE MUNICIPALIDAD DE MAULLÍN;912278;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Llanquihue;Maullín;-41,61480739;-73,59902385;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;5400;2014;REXIN S.A.;EL EMPALME;Vertedero;Los Lagos;Llanquihue;Puerto Montt
Municipio;ILUSTRE MUNICIPALIDAD DE SAN FELIPE;ILUSTRE MUNICIPALIDAD DE SAN FELIPE;4054472;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;San Felipe de Aconcagua;San Felipe;-32,75012854;-70,72564888;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2332,9;2014;SERVICIOS GEA LIMITADA;SERVICIOS GEA LTDA;Relleno sanitario;Valparaíso;San Felipe de Aconcagua;San Felipe
Municipio;ILUSTRE MUNICIPALIDAD DE SAN FELIPE;ILUSTRE MUNICIPALIDAD DE SAN FELIPE;4054472;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;San Felipe de Aconcagua;San Felipe;-32,75012854;-70,72564888;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2313,4;2014;SERVICIOS GEA LIMITADA;SERVICIOS GEA LTDA;Relleno sanitario;Valparaíso;San Felipe de Aconcagua;San Felipe
Municipio;ILUSTRE MUNICIPALIDAD DE SAN FELIPE;ILUSTRE MUNICIPALIDAD DE SAN FELIPE;4054472;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;San Felipe de Aconcagua;San Felipe;-32,75012854;-70,72564888;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2676,7;2014;SERVICIOS GEA LIMITADA;SERVICIOS GEA LTDA;Relleno sanitario;Valparaíso;San Felipe de Aconcagua;San Felipe
Municipio;I MUNICIPALIDAD DE SAN ROSENDO;ILUSTRE MUNICIPALIDAD DE SAN ROSENDO;1963658;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Biobío;San Rosendo;-37,26402013;-72,72657633;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1872;2014;EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA;VERTEDERO LICURA (MULCHEN;Vertedero;Bío-Bío;Concepción;Hualpen
Municipio;ILUSTRE MUNICIPALIDAD DE TEODORO SCHMIDT;ILUSTRE MUNICIPALIDAD DE TEODORO SCHMIDT;911205;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Cautín;Teodoro Schmidt;-38,99918862;-73,09430216;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2000;2014;GLORIA ELIZABETH BALBOA BUSTOS ;GLORIA ELIZABETH BALBOA BUSTOS ;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE RIO BUENO;ILUSTRE MUNICIPALIDAD DE RÍO BUENO;911607;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Ranco;Río Bueno;-40,3344129;-72,95593136;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;4864;2014;I MUNICIPALIDAD DE RIO BUENO;VERTEDERO MUNICIPAL;Vertedero;Los Ríos;Ranco;Río Bueno
Municipio;I MUNICIPALIDAD DE CODEGUA;ILUSTRE MUNICIPALIDAD DE CODEGUA;4054480;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Codegua;-34,03910148;-70,66782933;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;3463,52;2014;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;ILUSTRE MUNICIPALIDAD DE HIJUELAS;ILUSTRE MUNICIPALIDAD DE HIJUELAS;3970391;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Quillota;Hijuelas;-32,79799772;-71,14372019;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;9650;2014;Empresa Santa Teresita CyS EIRL;Empresa Santa Teresita CyS EIRL;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE LO ESPEJO;ILUSTRE MUNICIPALIDAD DE LO ESPEJO;253481;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Lo Espejo;-33,53351653;-70,69403057;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;50873,33;2014;CONSORCIO SANTA MARTA S A;RELLENO SANITARIO SANTA MARTA;Relleno sanitario;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;I MUNICIPALIDAD DE SAN MIGUEL;ILUSTRE MUNICIPALIDAD DE SAN MIGUEL;253465;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;San Miguel;-33,48583178;-70,6497074;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Madera distinta de la especificada en el código 20 01 37;252,78;2014;TIRSA S A;TIRSA LONGITUDINAL SUR KM 63 SN MOSTAZAL;Preparación para reutilización;Metropolitana de Santiago;Santiago;Huechuraba
Municipio;ILUSTRE MUNICIPALIDAD DE QUILICURA;ILUSTRE MUNICIPALIDAD DE QUILICURA;4053448;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Quilicura;-33,36872878;-70,73119776;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;91363;2014;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE MACUL;ILUSTRE MUNICIPALIDAD DE MACUL;253480;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Macul;-33,4851503;-70,59919723;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;51039;2014;CONSORCIO SANTA MARTA S A;RELLENO SANITARIO SANTA MARTA;Relleno sanitario;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;I MUNICIPALIDAD DE LA GRANJA;ILUSTRE MUNICIPALIDAD DE LA GRANJA;4055176;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;La Granja;-33,54367738;-70,63246525;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;19;2014;RECICLADOS INDUSTRIALES S.A;RECICLADOS INDUSTRIALES S A PLANTA RENCA;Pretratamiento de plásticos ;Metropolitana de Santiago;Santiago;Renca
Municipio;ILUSTRE MUNICIPALIDAD DE LA FLORIDA;ILUSTRE MUNICIPALIDAD DE LA FLORIDA;4053500;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;La Florida;-33,52269055;-70,59871433;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Metales;7,82;2014; MENOR 12 DE TONELADAS ANUALES; MENOR 12 DE TONELADAS ANUALES;Valorización;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;4053495;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Conchalí;-33,39627046;-70,67134319;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;2503,82;2014;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE MOSTAZAL;ILUSTRE MUNICIPALIDAD DE MOSTAZAL;4054481;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Mostazal;-33,98008158;-70,71185621;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;7643,1;2014;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;ILUSTRE MUNICIPALIDAD DE LONGAVÍ;ILUSTRE MUNICIPALIDAD DE LONGAVÍ;3023089;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Linares;Longaví;-35,96362928;-71,68312126;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;179;2014;STARCO S.A.;STARCO S.A.;Vertedero;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE LONGAVÍ;ILUSTRE MUNICIPALIDAD DE LONGAVÍ;3023089;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Linares;Longaví;-35,96362928;-71,68312126;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Tejidos;327;2014;STARCO S.A.;STARCO S.A.;Relleno sanitario;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE LONGAVÍ;ILUSTRE MUNICIPALIDAD DE LONGAVÍ;3023089;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Linares;Longaví;-35,96362928;-71,68312126;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Metales;78;2014;STARCO S.A.;STARCO S.A.;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE ARICA;ILUSTRE MUNICIPALIDAD DE ARICA;244524;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Arica y Parinacota;Arica;Arica;-18,47992759;-70,31855403;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;2135,4;2014;I MUNICIPALIDAD DE ARICA;VERTEDERO MUNICIPAL;Basural;Arica y Parinacota;Arica;Arica
Municipio;I MUNICIPALIDAD DE TRAIGUEN;ILUSTRE MUNICIPALIDAD DE TRAIGUÉN;1963669;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Malleco;Traiguén;-38,25084005;-72,66554656;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;7665;2014;Municipalidad de Traiguen;Municipalidad de Traiguen;null;null;null;null
