"tipo_o_rol_declarante";"razon_social";"nombre_establecimiento";"id_establecimiento_vu";"ciiu4";"region";"comuna";"ciiu6";"huso";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_de_establecimiento_destinatario";"razon_social_destinatario";"comuna_destinatario";"region_destinatario"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE VICUÑA";"ILUSTRE MUNICIPALIDAD DE VICUÑA";879725;"Actividades de la administración pública en general";"Coquimbo";"Vicuña";"Actividades de la administración pública en general";19;"-33,34777";"-66,76243";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"null";4,652;"Declaración";2020;"5472004";"ECO 360 E.I.R.L.";"GESTION DE RESIDUOS Y RECURSOS ESPECIALES PARA RECICLAJE RAIMUNDO CRUZ";"Coquimbo";"Coquimbo"
"Generador Municipal";"I MUNICIPALIDAD DE CANELA";"ILUSTRE MUNICIPALIDAD DE CANELA";325220;"Actividades de la administración pública en general";"Coquimbo";"Canela";"Actividades de la administración pública en general";19;"-26,66283";"-65,23657";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";30,26;"Declaración";2020;"1967";"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE CANELA";"ILUSTRE MUNICIPALIDAD DE CANELA";325220;"Actividades de la administración pública en general";"Coquimbo";"Canela";"Actividades de la administración pública en general";19;"-26,66283";"-65,23657";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"null";6,373;"Declaración";2020;"null";"null";"null";"null";"null"
"Generador Municipal";"I MUNICIPALIDAD DE CANELA";"ILUSTRE MUNICIPALIDAD DE CANELA";325220;"Actividades de la administración pública en general";"Coquimbo";"Canela";"Actividades de la administración pública en general";19;"-26,66283";"-65,23657";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"null";0,94;"Declaración";2020;"null";"null";"null";"null";"null"
"Generador Municipal";"I MUNICIPALIDAD DE CANELA";"ILUSTRE MUNICIPALIDAD DE CANELA";325220;"Actividades de la administración pública en general";"Coquimbo";"Canela";"Actividades de la administración pública en general";19;"-26,66283";"-65,23657";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"null";4712;"Declaración";2020;"5485532";"Vertedero Quebrada El Gallo";"I MUNICIPALIDAD DE CANELA";"Canela";"Coquimbo"
"Generador Municipal";"I MUNICIPALIDAD DE SALAMANCA";"ILUSTRE MUNICIPALIDAD DE SALAMANCA";879730;"Actividades de la administración pública en general";"Coquimbo";"Salamanca";"Actividades de la administración pública en general";19;"-31,14348";"-64,81999";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Residuos biodegradables de cocinas y restaurantes";"Vertedero";23,52;"Declaración";2020;"5461047";"VERTEDERO MUNICIPAL EL QUEÑE";"I MUNICIPALIDAD DE SALAMANCA";"Salamanca";"Coquimbo"
"Generador Municipal";"I MUNICIPALIDAD DE SALAMANCA";"ILUSTRE MUNICIPALIDAD DE SALAMANCA";879730;"Actividades de la administración pública en general";"Coquimbo";"Salamanca";"Actividades de la administración pública en general";19;"-31,14348";"-64,81999";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Vertedero";118;"Declaración";2020;"5461047";"VERTEDERO MUNICIPAL EL QUEÑE";"I MUNICIPALIDAD DE SALAMANCA";"Salamanca";"Coquimbo"
"Generador Municipal";"I MUNICIPALIDAD DE SALAMANCA";"ILUSTRE MUNICIPALIDAD DE SALAMANCA";879730;"Actividades de la administración pública en general";"Coquimbo";"Salamanca";"Actividades de la administración pública en general";19;"-31,14348";"-64,81999";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Residuos biodegradables";"Vertedero";1040;"Declaración";2020;"5461047";"VERTEDERO MUNICIPAL EL QUEÑE";"I MUNICIPALIDAD DE SALAMANCA";"Salamanca";"Coquimbo"
"Generador Municipal";"I MUNICIPALIDAD DE SALAMANCA";"ILUSTRE MUNICIPALIDAD DE SALAMANCA";879730;"Actividades de la administración pública en general";"Coquimbo";"Salamanca";"Actividades de la administración pública en general";19;"-31,14348";"-64,81999";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Tierra y piedras";"Vertedero";1249;"Declaración";2020;"5461047";"VERTEDERO MUNICIPAL EL QUEÑE";"I MUNICIPALIDAD DE SALAMANCA";"Salamanca";"Coquimbo"
"Generador Municipal";"I MUNICIPALIDAD DE SALAMANCA";"ILUSTRE MUNICIPALIDAD DE SALAMANCA";879730;"Actividades de la administración pública en general";"Coquimbo";"Salamanca";"Actividades de la administración pública en general";19;"-31,14348";"-64,81999";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";11613,45;"Declaración";2020;"5461047";"VERTEDERO MUNICIPAL EL QUEÑE";"I MUNICIPALIDAD DE SALAMANCA";"Salamanca";"Coquimbo"
"Generador Municipal";"I MUNICIPALIDAD DE MONTEPATRIA";"ILUSTRE MUNICIPALIDAD DE MONTE PATRIA";1937358;"Actividades de la administración pública en general";"Coquimbo";"Monte Patria";"Actividades de la administración pública en general";19;"-31,12512";"-66,02580";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Disposición final";1,416;"Declaración";2020;"5459831";"INDUSTRIA PROCESADORA DE PLASTICOS LIMITADA";"INDUSTRIA PROCESADORA DE PLASTICOS SPA";"La Pintana";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE MONTEPATRIA";"ILUSTRE MUNICIPALIDAD DE MONTE PATRIA";1937358;"Actividades de la administración pública en general";"Coquimbo";"Monte Patria";"Actividades de la administración pública en general";19;"-31,12512";"-66,02580";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Disposición final";251,39;"Declaración";2020;"2372";"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE MONTEPATRIA";"ILUSTRE MUNICIPALIDAD DE MONTE PATRIA";1937358;"Actividades de la administración pública en general";"Coquimbo";"Monte Patria";"Actividades de la administración pública en general";19;"-31,12512";"-66,02580";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Disposición final";0,513;"Declaración";2020;"5472230";"PLANTA EKUFAL CASABLANCA";"EKUFAL SPA";"Casablanca";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE MONTEPATRIA";"ILUSTRE MUNICIPALIDAD DE MONTE PATRIA";1937358;"Actividades de la administración pública en general";"Coquimbo";"Monte Patria";"Actividades de la administración pública en general";19;"-31,12512";"-66,02580";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Disposición final";5,652;"Declaración";2020;"5459831";"INDUSTRIA PROCESADORA DE PLASTICOS LIMITADA";"INDUSTRIA PROCESADORA DE PLASTICOS SPA";"La Pintana";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE MONTEPATRIA";"ILUSTRE MUNICIPALIDAD DE MONTE PATRIA";1937358;"Actividades de la administración pública en general";"Coquimbo";"Monte Patria";"Actividades de la administración pública en general";19;"-31,12512";"-66,02580";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";11563;"Declaración";2020;"null";"Destinatario Final";"AGRICOLA ALMA LIMITADA";"Vitacura";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PUNITAQUI";"ILUSTRE MUNICIPALIDAD DE PUNITAQUI";879727;"Actividades de la administración pública en general";"Coquimbo";"Punitaqui";"Actividades de la administración pública en general";19;"-28,84038";"-65,86627";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";105,305;"Declaración";2020;"5467294";"RECICLADOS INDUSTRIALES PLACILLA";"RECICLADOS INDUSTRIALES S.A";"Valparaíso";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE PUNITAQUI";"ILUSTRE MUNICIPALIDAD DE PUNITAQUI";879727;"Actividades de la administración pública en general";"Coquimbo";"Punitaqui";"Actividades de la administración pública en general";19;"-28,84038";"-65,86627";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";1,028;"Declaración";2020;"5460788";"ULTRAPAC SUDAMERICA SA";"ULTRA PAC SUDAMERICA S A";"Pudahuel";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PUNITAQUI";"ILUSTRE MUNICIPALIDAD DE PUNITAQUI";879727;"Actividades de la administración pública en general";"Coquimbo";"Punitaqui";"Actividades de la administración pública en general";19;"-28,84038";"-65,86627";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";3,109;"Declaración";2020;"1967";"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PUNITAQUI";"ILUSTRE MUNICIPALIDAD DE PUNITAQUI";879727;"Actividades de la administración pública en general";"Coquimbo";"Punitaqui";"Actividades de la administración pública en general";19;"-28,84038";"-65,86627";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";4424,98;"Declaración";2020;"null";"Destinatario Final";"I MUNICIPALIDAD DE PUNITAQUI";"Punitaqui";"Coquimbo"
"Generador Municipal";"I MUNICIPALIDAD DE CASABLANCA";"ILUSTRE MUNICIPALIDAD DE CASABLANCA";4055173;"Actividades de la administración pública en general";"Valparaíso";"Casablanca";"Actividades de la administración pública en general";19;"-27,75743";"-63,11509";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Preparación para reutilización";169,375;"Declaración";2020;"5453475";"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"CRISTALERIAS TORO SPA";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE CASABLANCA";"ILUSTRE MUNICIPALIDAD DE CASABLANCA";4055173;"Actividades de la administración pública en general";"Valparaíso";"Casablanca";"Actividades de la administración pública en general";19;"-27,75743";"-63,11509";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Pretratamiento";0,106;"Declaración";2020;"5477167";"CTI - PLANTA MUNICIPAL DE SEGREGACIÓN";"I MUNICIPALIDAD DE CASABLANCA";"Casablanca";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE CASABLANCA";"ILUSTRE MUNICIPALIDAD DE CASABLANCA";4055173;"Actividades de la administración pública en general";"Valparaíso";"Casablanca";"Actividades de la administración pública en general";19;"-27,75743";"-63,11509";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de Metales";0,729;"Declaración";2020;"5477167";"CTI - PLANTA MUNICIPAL DE SEGREGACIÓN";"I MUNICIPALIDAD DE CASABLANCA";"Casablanca";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE CASABLANCA";"ILUSTRE MUNICIPALIDAD DE CASABLANCA";4055173;"Actividades de la administración pública en general";"Valparaíso";"Casablanca";"Actividades de la administración pública en general";19;"-27,75743";"-63,11509";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de papel, cartón y productos de papel";22,906;"Declaración";2020;"5477167";"CTI - PLANTA MUNICIPAL DE SEGREGACIÓN";"I MUNICIPALIDAD DE CASABLANCA";"Casablanca";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE CASABLANCA";"ILUSTRE MUNICIPALIDAD DE CASABLANCA";4055173;"Actividades de la administración pública en general";"Valparaíso";"Casablanca";"Actividades de la administración pública en general";19;"-27,75743";"-63,11509";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";15,121;"Declaración";2020;"5477167";"CTI - PLANTA MUNICIPAL DE SEGREGACIÓN";"I MUNICIPALIDAD DE CASABLANCA";"Casablanca";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE CASABLANCA";"ILUSTRE MUNICIPALIDAD DE CASABLANCA";4055173;"Actividades de la administración pública en general";"Valparaíso";"Casablanca";"Actividades de la administración pública en general";19;"-27,75743";"-63,11509";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Pretratamiento de Vidrio";114,87;"Declaración";2020;"5477167";"CTI - PLANTA MUNICIPAL DE SEGREGACIÓN";"I MUNICIPALIDAD DE CASABLANCA";"Casablanca";"Valparaíso"
