"tipo_o_rol_establecimiento";"razon_social";"nombre_establecimiento";"id_establecimiento_vu";"ciiu4";"ciiu6";"region";"comuna";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_de_establecimiento_destinatario";"razon_social_destinatario";"comuna_trazabilidad";"region_destinatario"
"Generador Municipal";"I MUNICIPALIDAD DE SAN MIGUEL";"ILUSTRE MUNICIPALIDAD DE SAN MIGUEL";253465;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"San Miguel";-70,6497074;"-33.48583178";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";56532;"Declaración";2021;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE CASTRO";"ILUSTRE MUNICIPALIDAD DE CASTRO";911517;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Lagos";"Castro";-73,76511899;"-42.47964841";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";56274,6;"Declaración";2021;5463344;"VERTEDERO MUNICIPAL";"I MUNICIPALIDAD DE CASTRO";"Dalcahue";"Los Lagos"
"Generador Municipal";"MUNICIPALIDAD DE OVALLE";"ILUSTRE MUNICIPALIDAD DE OVALLE";879726;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Ovalle";-71,19698936;"-30.60430669";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";55009,36;"Declaración";2021;5486593;"VERTEDERO OVALLE";"SERVICIOS TASUI S A";"Ovalle";"Coquimbo"
"Generador Municipal";"I MUNICIPALIDAD DE INDEPENDENCIA";"ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA";431261;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Independencia";-70,65445084;"-33.42111682";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";49194,46;"Declaración";2021;3921963;"ESTACIÓN DE TRANSFERENCIA QUILICURA";"K D M  S A";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE QUILLOTA";"ILUSTRE MUNICIPALIDAD DE QUILLOTA";4053442;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Quillota";-71,24696968;"-32.87937554";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";45531,59;"Declaración";2021;5482483;"RELLENO SANITARIO SAN PEDRO";"EMPRESA DE ASEO CORDILLERA SPA";"Quillota";"Valparaíso"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PUDAHUEL";"ILUSTRE MUNICIPALIDAD DE PUDAHUEL";4053446;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Pudahuel";-70,76406429;"-33.44211514";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";44766,8;"Declaración";2021;3921963;"ESTACIÓN DE TRANSFERENCIA QUILICURA";"K D M  S A";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE MACHALI";"ILUSTRE MUNICIPALIDAD DE MACHALÍ";4054479;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Machalí";-70,65651461;"-34.17945624";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";44438,02;"Declaración";2021;5457604;"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"I MUNICIPALIDAD DE PENAFLOR";"ILUSTRE MUNICIPALIDAD DE PEÑAFLOR";4053450;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Peñaflor";-70,89873276;"-33.60641159";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Eliminación";43039,57;"Declaración";2021;78709;"RELLENO SANITARIO SANTIAGO PONIENTE";"VEOLIA SU CHILE S.A.";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE VITACURA";"ILUSTRE MUNICIPALIDAD DE VITACURA";4086144;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Vitacura";-70,60137674;"-33.39881662";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";41957,681;"Declaración";2021;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE IQUIQUE";"ILUSTRE MUNICIPALIDAD DE IQUIQUE";879722;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Tarapacá";"Iquique";-70,08668276;"-20.23949876";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Disposición final";41900;"Declaración";2021;5390;"INMOBILIARIA E INVERSIONES MALL PLAZA LOS RÍOS LTD";"INMOBILIARIA E INVERSIONES MALL PLAZA DE LOS RIOS LIMITADA";"Valdivia";"Los Ríos"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE LINARES";"ILUSTRE MUNICIPALIDAD DE LINARES";3023086;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Linares";-71,59752758;"-35.84489954";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";41496,45;"Declaración";2021;6054;"RELLENO SANITARIO EL RETAMO";"RELLENOS SANITARIOS DEL MAULE S A";"Talca";"Maule"
"Generador Municipal";"I MUNICIPALIDAD DE LA REINA";"I. MUNICIPALIDAD DE LA REINA";4053499;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"La Reina";-70,53001214;"-33.45250246";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";40009,7;"Declaración";2021;3921963;"ESTACIÓN DE TRANSFERENCIA QUILICURA";"K D M  S A";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE SAN ANTONIO";"ILUSTRE MUNICIPALIDAD DE SAN ANTONIO";4371794;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"San Antonio";-71,61385463;"-33.60149578";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Depósito de Seguridad";39214,031;"Declaración";2021;5452485;"VEOLIA RESPEL CHILE SPA";"VEOLIA RESPEL CHILE SPA";"Valparaíso";"Valparaíso"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";"ILUSTRE MUNICIPALIDAD DE PADRE HURTADO";5441698;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Padre Hurtado";-70,8226315;"-33.57645441";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";39088,47;"Declaración";2021;78709;"RELLENO SANITARIO SANTIAGO PONIENTE";"VEOLIA SU CHILE S.A.";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PICHILEMU";"ILUSTRE MUNICIPALIDAD DE PICHILEMU";5441498;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Pichilemu";-72,00476995;"-34.3867231";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";36127,5;"Declaración";2021;5469309;"INGENIERIA Y CONSTRUCCIONES CARDENAL CARO LTDA";"INGENIERIA Y CONSTRUCCIONES CARDENAL CARO LIMITADA";"Pichilemu";"Libertador Gral. Bernardo O'Higgins"
"Generador Municipal";"MUNICIPALIDAD DE HUALPEN";"ILUSTRE MUNICIPALIDAD DE HUALPÉN";339059;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Hualpén";-73,099412;"-36.792152";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";34522,05;"Declaración";2021;33161;"PLANTA COPIULEMU";"HIDRONOR CHILE S.A";"Florida";"Biobío"
"Generador Municipal";"I MUNICIPALIDAD DE VILLA ALEMANA";"ILUSTRE MUNICIPALIDAD DE VILLA ALEMANA";4055174;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Villa Alemana";-71,39062117;"-33.05168985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Disposición final";34403,6;"Declaración";2021;5465232;"OBRA LAS ACACIAS II ETAPAS 3 Y 4";"CONSTRUCTORA PACAL S A";"Villa Alemana";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE SAN FELIPE";"ILUSTRE MUNICIPALIDAD DE SAN FELIPE";4054472;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"San Felipe";-70,72564888;"-32.75012854";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";34094,03;"Declaración";2021;5460838;"SERVICIOS GEA LTDA";"SERVICIOS GEA LIMITADA";"San Felipe";"Valparaíso"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE SAN FERNANDO";"ILUSTRE MUNICIPALIDAD DE SAN FERNANDO";4587736;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"San Fernando";-70,98988138;"-34.58322317";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";32798,43;"Declaración";2021;245025;"RELLENO SANITARIO PARQUE EL GUANACO";"RELLENOS SANITARIOS DEL MAULE S A";"Teno";"Maule"
"Generador Municipal";"MUNICIPALIDAD DE LOS ANDES";"ILUSTRE MUNICIPALIDAD DE LOS ANDES";4053494;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Los Andes";-70,60018074;"-32.83256982";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";29216,46;"Declaración";2021;5460838;"SERVICIOS GEA LTDA";"SERVICIOS GEA LIMITADA";"San Felipe";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE CHIGUAYANTE";"ILUSTRE MUNICIPALIDAD DE CHIGUAYANTE";1866116;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Chiguayante";-73,01328671;"-36.95455405";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";29180,37;"Declaración";2021;4589480;"CEMARC SA";"CENTRO DE MANEJO DE RESIDUOS CONCEPCION SOCIEDAD ANONIMA";"Concepción";"Biobío"
"Generador Municipal";"I MUNICIPALIDAD DE ARAUCO";"ILUSTRE MUNICIPALIDAD DE ARAUCO";1965223;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Arauco";-73,31857426;"-37.25009985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";28251,74;"Declaración";2021;NA;"";"";"";""
"Generador Municipal";"I MUNICIPALIDAD DE COYHAIQUE";"ILUSTRE MUNICIPALIDAD DE COIHAIQUE";911201;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Aysén del Gral. Carlos Ibañez del Campo";"Coyhaique";-72,07016959;"-45.57236585";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";27331,8193;"Declaración";2021;5463347;"CENTRO DE MANEJO DE RESIDUOS SOLIDOS COYHAIQUE CEMARC";"I MUNICIPALIDAD DE COYHAIQUE";"Coyhaique";"Aysén del Gral. Carlos Ibañez del Campo"
