"tipo_o_rol_declarante";"nombre_establecimiento";"razon_social";"id_establecimiento_vu";"rubro_retc";"region";"provincia";"comuna";"huso";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_establecimiento_destinatario";"razon_social_destinatario";"comuna_destinatario";"region_destinatario"
"Municipio";"MUNICIPALIDAD DE LA REINA";"ILUSTRE MUNICIPALIDAD DE LA REINA";4053499;"Municipio";"Metropolitana";"Santiago";"La Reina";19;357800;6297500;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";"Valorización";1,59;"Declaración";2018;NA;"";"COLECTIVO BLA SPA";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA LIGUA";"ILUSTRE MUNICIPALIDAD DE LA LIGUA";881994;"Municipio";"Valparaíso";"Petorca";"La Ligua";19;290221;6407507;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje de metales";"Valorización";1,5;"Declaración";2018;NA;"";"Transcoll";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN MIGUEL";"I MUNICIPALIDAD DE SAN MIGUEL";253465;"Municipio";"Metropolitana";"Santiago";"San Miguel";19;346733;6293634;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";0,23;"Declaración";2018;NA;"";"RECICLAJES ADASME";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LOS ANDES";"MUNICIPALIDAD DE LOS ANDES";4053494;"";"Valparaíso";"Los Andes";"Los Andes";19;350228;6366140;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Compostaje";"Valorización";95,512;"Declaración";2018;NA;"";"I. Municipalidad de Los Andes";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN CARLOS";"ILUSTRE MUNICIPALIDAD DE SAN CARLOS";3023314;"";"Biobío";"Ñuble";"San Carlos";19;234799;5964941;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";15310,93;"Declaración";2018;244575;"ECOBIO";"ECOBIO SA | ECOBIO";"Chillán Viejo";"Biobío"
"Municipio";"ILUSTRE MUNICIPALIDAD DE POZO ALMONTE";"ILUSTRE MUNICIPALIDAD DE POZO ALMONTE";2822594;"Municipio";"Tarapacá";"Tamarugal";"Pozo Almonte";19;417911;7759916;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";6180;"Declaración";2018;5461718;"VERTEDERO DE POZO ALMONTE";"ILUSTRE MUNICIPALIDAD DE POZO ALMONTE | VERTEDERO DE POZO ALMONTE";"Pozo Almonte";"Tarapacá"
"Municipio";"MUNICIPALIDAD DE PUENTE ALTO";"I MUNICIPALIDAD DE PUENTE ALTO";5463019;"Municipio";"Metropolitana";"Cordillera";"Puente Alto";19;353437;6281861;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Residuos biodegradables";"Relleno sanitario";"Eliminación";1786,03;"Declaración";2018;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE RÍO BUENO";"I MUNICIPALIDAD DE RIO BUENO";911607;"";"Los Ríos";"Ranco";"Río Bueno";18;673633;5533120;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Vertedero";"Eliminación";9975;"Declaración";2018;5462376;"VERTEDERO MUNICIPAL";"I MUNICIPALIDAD DE RIO BUENO | VERTEDERO MUNICIPAL";"Río Bueno";"Los Ríos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SANTIAGO";"I MUNICIPALIDAD DE SANTIAGO";5441724;"Municipio";"Metropolitana";"Santiago";"Santiago";19;346580;6298956;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Pretratamiento de aceites y grasas comestibles";"Valorización";245,26;"Declaración";2018;5466728;"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA | SOCIEDAD GENERAL RENDERING CHILE SA";"Lampa";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE MAULE";"ILUSTRE MUNICIPALIDAD DE MAULE";3022592;"Municipio";"Maule";"Talca";"Maule";NA;NA;NA;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";12277,93;"Declaración";2018;4587897;"CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE";"ECOMAULE S A | CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE";"Río Claro";"Maule"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LOS MUERMOS";"I MUNICIPALIDAD DE LOS MUERMOS";912282;"Municipio";"Los Lagos";"Llanquihue";"Los Muermos";18;628316;5415766;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Relleno sanitario";"Eliminación";3184,22;"Declaración";2018;5465162;"RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"Puerto Varas";"Los Lagos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PANGUIPULLI";"I MUNICIPALIDAD DE PANGUIPULLI";911609;"Municipio";"Los Ríos";"Valdivia";"Panguipulli";18;728549;5608404;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Pretratamiento de aceites y grasas comestibles";"Valorización";2,27;"Declaración";2018;5459970;"BIOILS SPA";"BIOILS SPA | BIOILS SPA";"Maipú";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";4054482;"Municipio";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Doñihue";19;338500;6217494;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";7236,55;"Declaración";2018;5457604;"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA | RELLENO SANITARIO COLIHUES LA YESCA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN CLEMENTE";"ILUSTRE MUNICIPALIDAD DE SAN CLEMENTE";3022589;"Municipio";"Maule";"Talca";"San Clemente";19;274310;6064611;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";11122,03;"Declaración";2018;5464026;"RELLENO SANITARIO SAN ROQUE";"SOCIEDAD ARQUITECTURA Y PAISAJISMO RIO MAULE LTDA | RELLENO SANITARIO SAN ROQUE";"San Clemente";"Maule"
"Municipio";"ILUSTRE MUNICIPALIDAD DE DALCAHUE";"I MUNICIPALIDAD DE DALCAHUE";911516;"Municipio";"Los Lagos";"Chiloé";"Dalcahue";18;611290;5307082;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";7600;"Declaración";2018;5463787;"VERTEDERO MUNICIPAL DALCAHUE";"I MUNICIPALIDAD DE DALCAHUE | VERTEDERO MUNICIPAL DALCAHUE";"Dalcahue";"Los Lagos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE CARAHUE";"ILUSTRE MUNICIPALIDAD DE CARAHUE";1965233;"Municipio";"Araucanía";"Cautín";"Carahue";NA;NA;NA;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";11;"Declaración";2018;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LO BARNECHEA";"I MUNICIPALIDAD LO BARNECHEA";8825;"Municipio";"Metropolitana";"Santiago";"Lo Barnechea";19;361038;6307360;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos voluminosos";"Relleno sanitario";"Eliminación";14029;"Declaración";2018;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN JUAN DE LA COSTA";"I MUNICIPALIDAD DE SAN JUAN DE LA COSTA";4701811;"Municipio";"Los Lagos";"Osorno";"San Juan de la Costa";18;629585;5503985;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";2613;"Declaración";2018;5463828;"VERTEDERO CURACO OSORNO";"I MUNICIPALIDAD DE OSORNO | VERTEDERO CURACO OSORNO";"Osorno";"Los Lagos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PUTRE";"ILUSTRE MUNICIPALIDAD DE PUTRE";4448077;"Municipio";"Arica y Parinacota";"Parinacota";"Putre";19;440869;7987860;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Basural";"Eliminación";10,04;"Declaración";2018;5473154;"VERTEDERO MUNICIPAL";"I MUNICIPALIDAD DE ARICA | VERTEDERO MUNICIPAL";"Arica";"Arica y Parinacota"
"Municipio";"ILUSTRE MUNICIPALIDAD DE MAIPÚ";"I MUNICIPALIDAD DE MAIPU";4053444;"Municipio";"Metropolitana";"Santiago";"Maipú";19;336480;6290708;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";1022;"Declaración";2018;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE RECOLETA";"I MUNICIPALIDAD DE RECOLETA";431431;"Municipio";"Metropolitana";"Santiago";"Recoleta";19;347149;6302985;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";16;"Declaración";2018;5460788;"ULTRAPAC SUDAMERICA SA";"ULTRA PAC SUDAMERICA S A | ULTRAPAC SUDAMERICA SA";"Pudahuel";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN GREGORIO";"ILUSTRE MUNICIPALIDAD DE SAN GREGORIO";5441655;"";"Magallanes y de la Antártica Chilena";"Magallanes";"San Gregorio";19;452762;4203917;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Vertedero";"Eliminación";219,6;"Declaración";2018;911618;"ILUSTRE MUNICIPALIDAD DE PUNTA ARENAS";"ILUSTRE MUNICIPALIDAD DE PUNTA ARENAS | ILUSTRE MUNICIPALIDAD DE PUNTA ARENAS";"Punta Arenas";"Magallanes y de la Antártica Chilena"
"Municipio";"ILUSTRE MUNICIPALIDAD DE FRESIA";"ILUSTRE MUNICIPALIDAD DE FRESIA";2154307;"Municipio";"Los Lagos";"Llanquihue";"Fresia";18;632889;5443383;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";197,66;"Declaración";2018;5465162;"RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"Puerto Varas";"Los Lagos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN ANTONIO";"ILUSTRE MUNICIPALIDAD DE SAN ANTONIO";4371794;"";"Valparaíso";"San Antonio";"San Antonio";NA;NA;NA;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35";"Pretratamiento de Papel y Cartón";"Valorización";13,78;"Declaración";2018;105675;"RECYCLA CHILE SA";"RECYCLA CHILE S A | RECYCLA CHILE SA";"Pudahuel";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE TOMÉ";"I MUNICIPALIDAD DE TOME";5441550;"Municipio";"Biobío";"Concepción";"Tomé";18;683393;5946683;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";18738;"Declaración";2018;4589480;"CEMARC SA";"CENTRO DE MANEJO DE RESIDUOS CONCEPCION SOCIEDAD ANONIMA | CEMARC SA";"Concepción";"Biobío"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LAMPA";"ILUSTRE MUNICIPALIDAD DE LAMPA";325221;"Municipio";"Metropolitana";"Chacabuco";"Lampa";19;325103;6315559;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Compostaje";"Valorización";2,42;"Declaración";2018;5453558;"RECICLAJES INDUSTRIALES SA";"RECICLAJES INDUSTRIALES S A | RECICLAJES INDUSTRIALES SA";"Pudahuel";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE MAIPÚ";"I MUNICIPALIDAD DE MAIPU";4053444;"Municipio";"Metropolitana";"Santiago";"Maipú";19;336480;6290708;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Residuos biodegradables";"Relleno sanitario";"Eliminación";8240;"Declaración";2018;78709;"RELLENO SANITARIO SANTIAGO PONIENTE";"VEOLIA SU CHILE SA | RELLENO SANITARIO SANTIAGO PONIENTE";"Maipú";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA";"ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA";431261;"Municipio";"Metropolitana";"Santiago";"Independencia";19;346178;6300803;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";59,241;"Declaración";2018;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LOS ANDES";"MUNICIPALIDAD DE LOS ANDES";4053494;"";"Valparaíso";"Los Andes";"Los Andes";19;350228;6366140;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";168;"Declaración";2018;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE GALVARINO";"ILUSTRE MUNICIPALIDAD DE GALVARINO";1965230;"Municipio";"Araucanía";"Cautín";"Galvarino";18;693649;5746490;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";122,76;"Declaración";2018;5461913;"VERTEDERO LICURA (MULCHEN";"EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN";"Mulchén";"Biobío"
"Municipio";"MUNICIPALIDAD DE PROVIDENCIA";"I MUNICIPALIDAD DE PROVIDENCIA";4585273;"Municipio";"Metropolitana";"Santiago";"Providencia";19;350394;6299660;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de Metales";"Valorización";8,9;"Declaración";2018;5461524;"RECUPAC SUCURSAL HUECHURABA";"RECUPAC S A | RECUPAC SUCURSAL HUECHURABA";"Huechuraba";"Metropolitana"
