"tipo_o_rol_declarante";"razon_social";"nombre_establecimiento";"id_establecimiento_vu";"rubro_retc";"ciiu6";"ciiu4";"region";"provincia";"comuna";"huso";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_establecimiento_destinatario";"razon_social_destinatario";"comuna_destinatario";"region_destinatario"
"Municipio";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";4054482;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Doñihue";19;338500;6217494;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";7360,53;"Declaración";2019;5457604;"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA | RELLENO SANITARIO COLIHUES LA YESCA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Municipio";"ILUSTRE MUNICIPALIDAD DE MACHALI";"ILUSTRE MUNICIPALIDAD DE MACHALÍ";4054479;"Otras actividades";"Actividades de asociaciones empresariales y de empleadores";"Actividades de asociaciones empresariales y de empleadores";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Machalí";19;347339;6216706;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";21922,61;"Declaración";2019;5457604;"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA | RELLENO SANITARIO COLIHUES LA YESCA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Municipio";"ILUSTRE MUNICIPALIDAD DE VALPARAÍSO";"ILUSTRE MUNICIPALIDAD DE VALPARAÍSO";5441443;"Otras actividades";"Actividades de mantenimiento del orden público y de seguridad";"Actividades de mantenimiento del orden público y de seguridad";"Valparaíso";"Valparaíso";"Valparaíso";19;256029;6340442;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Pretratamiento de Metales";"Valorización";0,45;"Declaración";2019;5452883;"NEOCICLO SPA";"MANEJO DE RESIDUOS SOLIDOS INDUSTRIALES Y MINEROS
            NEOCICLO LIMITADA | NEOCICLO SPA";"Antofagasta";"Antofagasta"
"Municipio";"I MUNICIPALIDAD DE EL MONTE";"ILUSTRE MUNICIPALIDAD DE EL MONTE";253466;"Otras actividades";"Actividades de mantenimiento del orden público y de seguridad";"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"Talagante";"El Monte";19;316705;6271812;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";130,63;"Declaración";2019;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE TEODORO SCHMIDT";"ILUSTRE MUNICIPALIDAD DE TEODORO SCHMIDT";911205;"Gestores de residuos";"Tratamiento y eliminación de desechos no peligrosos";"Tratamiento y eliminación de desechos no peligrosos";"Araucanía";"Cautín";"Teodoro Schmidt";18;665026;5681586;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Pretratamiento de Vidrio";"Valorización";0,8;"Declaración";2019;5470713;"COMERCIAL MORCAS LIMITADA";"COMERCIAL MORCAS LIMITADA | COMERCIAL MORCAS LIMITADA";"Lautaro";"Araucanía"
"Municipio";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";4055181;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Melipilla";"María Pinto";19;302741;6289302;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Pretratamiento de aceites y grasas comestibles";"Valorización";0,02;"Declaración";2019;5466728;"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA | SOCIEDAD GENERAL RENDERING CHILE SA";"Lampa";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";4055181;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Melipilla";"María Pinto";19;302741;6289302;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Relleno sanitario";"Eliminación";6,52;"Declaración";2019;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA";"ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA";431261;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Independencia";19;346178;6300803;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de Papel y Cartón";"Valorización";5,1;"Declaración";2019;5467286;"RECICLADOS INDUSTRIALES S A PLANTA RENCA";"RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES S A PLANTA RENCA";"Renca";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE PUTAENDO";"ILUSTRE MUNICIPALIDAD DE PUTAENDO";4054473;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"San Felipe de Aconcagua";"Putaendo";19;338984;6388834;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";3,15;"Declaración";2019;5453475;"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"CRISTALERIAS TORO SPA | BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"Maipú";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE VILLARRICA";"ILUSTRE MUNICIPALIDAD DE VILLARRICA";1986455;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Araucanía";"Cautín";"Villarrica";18;739151;5648121;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";7;"Declaración";2019;5462303;"SOCIEDAD RECUPERADORA DE PAPELES";"SOC RECUPERADORA DE PAPEL SPA | SOCIEDAD RECUPERADORA DE PAPELES";"Antofagasta";"Antofagasta"
"Municipio";"ILUSTRE MUNICIPALIDAD DE TILTIL";"ILUSTRE MUNICIPALIDAD DE TILTIL";4053449;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Chacabuco";"Tiltil";19;319959;6337625;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";5381;"Declaración";2019;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE MAIPU";"ILUSTRE MUNICIPALIDAD DE MAIPÚ";4053444;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Maipú";19;336480;6290708;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Preparación para reutilización";"Valorización";252,05;"Declaración";2019;5465719;"RECYCLING LAS INDUSTRIAS";"RECYCLING S.A. | RECYCLING 2";"Lampa";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE SANTIAGO";"ILUSTRE MUNICIPALIDAD DE SANTIAGO";5441724;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Santiago";19;346580;6298956;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";185265;"Declaración";2019;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE SALAMANCA";"ILUSTRE MUNICIPALIDAD DE SALAMANCA";879730;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Choapa";"Salamanca";19;314348;6481999;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Otros residuos no biodegradables";"Vertedero";"Eliminación";21,1;"Declaración";2019;5461047;"VERTEDERO MUNICIPAL EL QUEÑE";"I MUNICIPALIDAD DE SALAMANCA | VERTEDERO MUNICIPAL EL QUEÑE";"Salamanca";"Coquimbo"
"Municipio";"I MUNICIPALIDAD DE CASABLANCA";"ILUSTRE MUNICIPALIDAD DE CASABLANCA";4055173;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Valparaíso";"Casablanca";19;275743;6311509;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de Metales";"Valorización";0,28;"Declaración";2019;5477167;"PLANTA MUNICIPAL DE SEGREGACIÓN DE RESIDUOS RECICLABLES";"I MUNICIPALIDAD DE CASABLANCA | PLANTA MUNICIPAL DE SEGREGACIÃ?N DE RESIDUOS RECICLABLES";"Casablanca";"Valparaíso"
"Municipio";"I MUNICIPALIDAD DE CONCEPCION";"ILUSTRE MUNICIPALIDAD DE CONCEPCIÓN";4587633;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Concepción";"Concepción";18;673767;5922400;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";91;"Declaración";2019;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PINTO";"ILUSTRE MUNICIPALIDAD DE PINTO";3022594;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Ñuble";"Diguillín";"Pinto";19;241539;5934057;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";3116,61;"Declaración";2019;244575;"ECOBIO";"ECOBIO SA | ECOBIO";"Chillán Viejo";"Ñuble"
"Municipio";"I MUNICIPALIDAD DE SANTIAGO";"ILUSTRE MUNICIPALIDAD DE SANTIAGO";5441724;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Santiago";19;346580;6298956;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Pretratamiento de aceites y grasas comestibles";"Valorización";241,07;"Declaración";2019;5466728;"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA | SOCIEDAD GENERAL RENDERING CHILE SA";"Lampa";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA";"ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA";431261;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Independencia";19;346178;6300803;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";0,65;"Declaración";2019;5468895;"RECIPET SA";"RECIPET S A | RECIPET SA";"Santiago";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE LITUECHE";"ILUSTRE MUNICIPALIDAD DE LITUECHE";3023302;"Otras actividades";"Actividades de asociaciones empresariales y de empleadores";"Actividades de asociaciones empresariales y de empleadores";"Libertador Gral. Bernardo O'Higgins";"Cardenal Caro";"Litueche";19;248235;6221558;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";2069,38;"Declaración";2019;6054;"RELLENO SANITARIO DEL MAULE S.A.";"RELLENOS SANITARIOS DEL MAULE S A | RELLENO SANITARIO DEL MAULE S.A.";"Talca";"Maule"
"Municipio";"I MUNICIPALIDAD DE CHIGUAYANTE";"ILUSTRE MUNICIPALIDAD DE CHIGUAYANTE";1866116;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Concepción";"Chiguayante";18;676885;5908325;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";26157;"Declaración";2019;4589480;"CEMARC SA";"CENTRO DE MANEJO DE RESIDUOS CONCEPCION SOCIEDAD ANONIMA | CEMARC SA";"Concepción";"Biobío"
